id,id,clothtype,type,price,pricerate,weight,quality,level,material,occupation,condition1,condition2,stat1a,stat1b,stat2a,stat2b,defense,magicresistence,range,attackpower,attackspeed,itemgrade,name,icon,description,blue,union points
,517,3,131,30450,0,15,53,,,43|43|43,31|45,0|0,0,0,10,5,46,20,,,,3,Saintly Ranger Chest,366,A fashionable armor for well-experienced hunters.,5,
,518,3,131,30450,0,15,56,,,43|43|43,31|45,0|0,0,0,15,5,46,20,,,,3,Sage Ranger Chest,366,A fashionable armor for well-experienced hunters.,10,
,519,3,131,30450,0,15,61,,,43|43|43,31|40,0|0,0,0,0,0,46,20,,,,3,Fabulous Ranger Chest,366,A fashionable armor for well-experienced hunters.,8,
,520,3,131,30450,0,15,64,,,43|43|43,31|45,0|0,0,0,0,0,46,20,,,,3,Ranger Chest,366,A fashionable armor for well-experienced hunters.,11,
,521,3,131,65325,0,15,54,,,43|43|43,31|65,0|0,0,0,13,7,61,27,,,,4,Shadow Black Pirate Armor,367,A set of armor that is favored by pirates of the black sea.,2,
,522,3,131,65325,0,15,54,,,43|43|43,31|65,0|0,0,0,11,7,61,27,,,,4,Shining Black Pirate Armor,367,A set of armor that is favored by pirates of the black sea.,3,
,523,3,131,65325,0,15,54,,,43|43|43,31|65,0|0,0,0,12,7,61,27,,,,4,Angelic Black Pirate Armor,367,A set of armor that is favored by pirates of the black sea.,4,
,524,3,131,65325,0,15,60,,,43|43|43,31|65,0|0,0,0,10,7,61,27,,,,4,Saintly Black Pirate Armor,367,A set of armor that is favored by pirates of the black sea.,5,
,525,3,131,65325,0,15,63,,,43|43|43,31|65,0|0,0,0,15,7,61,27,,,,4,Sage Black Pirate Armor,367,A set of armor that is favored by pirates of the black sea.,10,
,526,3,131,65325,0,15,68,,,43|43|43,31|60,0|0,0,0,0,0,61,27,,,,4,Fabulous Black Pirate Armor,367,A set of armor that is favored by pirates of the black sea.,8,
,527,3,131,65325,0,15,71,,,43|43|43,31|65,0|0,0,0,0,0,61,27,,,,4,Black Pirate Armor,367,A set of armor that is favored by pirates of the black sea.,11,
,528,3,131,121350,0,20,60,,,43|43|43,31|85,0|0,0,0,13,9,78,34,,,,5,Shadow Marinerâ??s Look,368,A set of armor for people who love sailing.,2,
,529,3,131,121350,0,20,60,,,43|43|43,31|85,0|0,0,0,11,9,78,34,,,,5,Shining Marinerâ??s Look,368,A set of armor for people who love sailing.,3,
,530,3,131,121350,0,20,60,,,43|43|43,31|85,0|0,0,0,12,9,78,34,,,,5,Angelic Marinerâ??s Look,368,A set of armor for people who love sailing.,4,
,531,3,131,121350,0,20,65,,,43|43|43,31|85,0|0,0,0,10,9,78,34,,,,5,Saintly Marinerâ??s Look,368,A set of armor for people who love sailing.,5,
,532,3,131,121350,0,20,68,,,43|43|43,31|85,0|0,0,0,15,9,78,34,,,,5,Sage Marinerâ??s Look,368,A set of armor for people who love sailing.,10,
,533,3,131,121350,0,20,71,,,43|43|43,31|80,0|0,0,0,0,0,78,34,,,,5,Fabulous Marinerâ??s Look,368,A set of armor for people who love sailing.,8,
,534,3,131,121350,0,20,74,,,43|43|43,31|85,0|0,0,0,0,0,78,34,,,,5,Marinerâ??s Look,368,A set of armor for people who love sailing.,11,
,535,3,131,195075,0,20,65,,,53|53|53,31|105,0|0,0,0,13,11,98,41,,,,6,Shadow Jaguar Chest ,369,A set of armor that enables its wearer to move as quickly as a jaguar.,2,
,536,3,131,195075,0,20,65,,,53|53|53,31|105,0|0,0,0,11,11,98,41,,,,6,Shining Jaguar Chest ,369,A set of armor that enables its wearer to move as quickly as a jaguar.,3,
,537,3,131,195075,0,20,65,,,53|53|53,31|105,0|0,0,0,12,11,98,41,,,,6,Angelic Jaguar Chest ,369,A set of armor that enables its wearer to move as quickly as a jaguar.,4,
,538,3,131,195075,0,20,70,,,53|53|53,31|105,0|0,0,0,10,11,98,41,,,,6,Saintly Jaguar Chest ,369,A set of armor that enables its wearer to move as quickly as a jaguar.,5,
,539,3,131,195075,0,20,73,,,53|53|53,31|105,0|0,0,0,15,11,98,41,,,,6,Sage Jaguar Chest ,369,A set of armor that enables its wearer to move as quickly as a jaguar.,10,
,540,3,131,195075,0,20,76,,,53|53|53,31|100,0|0,0,0,0,0,98,41,,,,6,Fabulous Jaguar Chest ,369,A set of armor that enables its wearer to move as quickly as a jaguar.,8,
,541,3,131,195075,0,20,79,,,53|53|53,31|105,0|0,0,0,0,0,98,41,,,,6,Jaguar Chest ,369,A set of armor that enables its wearer to move as quickly as a jaguar.,11,
,542,3,131,308025,0,20,71,,,53|53|53,31|125,0|0,0,0,13,13,120,48,,,,6,Shadow Wild Hawker Chest,370,A necessity for the ultimate Hawker!,2,
,543,3,131,308025,0,20,71,,,53|53|53,31|125,0|0,0,0,11,13,120,48,,,,6,Shining Wild Hawker Chest,370,A necessity for the ultimate Hawker!,3,
,544,3,131,308025,0,20,71,,,53|53|53,31|125,0|0,0,0,12,13,120,48,,,,6,Angelic Wild Hawker Chest,370,A necessity for the ultimate Hawker!,4,
,545,3,131,308025,0,20,76,,,53|53|53,31|125,0|0,0,0,10,13,120,48,,,,6,Saintly Wild Hawker Chest,370,A necessity for the ultimate Hawker!,5,
,546,3,131,308025,0,20,79,,,53|53|53,31|125,0|0,0,0,15,13,120,48,,,,6,Sage Wild Hawker Chest,370,A necessity for the ultimate Hawker!,10,
,547,3,131,308025,0,20,82,,,53|53|53,31|120,0|0,0,0,0,0,120,48,,,,6,Fabulous Wild Hawker Chest,370,A necessity for the ultimate Hawker!,8,
,548,3,131,308025,0,20,85,,,53|53|53,31|125,0|0,0,0,0,0,120,48,,,,6,Wild Hawker Chest,370,A necessity for the ultimate Hawker!,11,
,549,3,131,409522,0,20,76,,,53|53|53,31|145,0|0,0,0,13,15,145,55,,,,6,Shadow Pirate Armor,371,Although roughly hewn these pirate clothes promote ease of movement.,2,
,550,3,131,409522,0,20,76,,,53|53|53,31|145,0|0,0,0,11,15,145,55,,,,6,Shining Pirate Armor,371,Although roughly hewn these pirate clothes promote ease of movement.,3,
,551,3,131,409522,0,20,76,,,53|53|53,31|145,0|0,0,0,12,15,145,55,,,,6,Angelic Pirate Armor,371,Although roughly hewn these pirate clothes promote ease of movement.,4,
,552,3,131,409522,0,20,81,,,53|53|53,31|145,0|0,0,0,10,15,145,55,,,,6,Saintly Pirate Armor,371,Although roughly hewn these pirate clothes promote ease of movement.,5,
,553,3,131,409522,0,20,84,,,53|53|53,31|145,0|0,0,0,15,15,145,55,,,,6,Sage Pirate Armor,371,Although roughly hewn these pirate clothes promote ease of movement.,10,
,554,3,131,409522,0,20,87,,,53|53|53,31|140,0|0,0,0,0,0,145,55,,,,6,Fabulous Pirate Armor,371,Although roughly hewn these pirate clothes promote ease of movement.,8,
,555,3,131,409522,0,20,90,,,53|53|53,31|145,0|0,0,0,0,0,145,55,,,,6,Pirate Armor,371,Although roughly hewn these pirate clothes promote ease of movement.,11,
,556,3,131,530550,0,20,82,,,53|53|53,31|165,0|0,0,0,13,17,171,62,,,,6,Shadow Silentwalker Chest,372,Clothes that are worn by those that specialize in stealth and espionage.,2,
,557,3,131,530550,0,20,82,,,53|53|53,31|165,0|0,0,0,11,17,171,62,,,,6,Shining Silentwalker Chest,372,Clothes that are worn by those that specialize in stealth and espionage.,3,
,558,3,131,530550,0,20,82,,,53|53|53,31|165,0|0,0,0,12,17,171,62,,,,6,Angelic Silentwalker Chest,372,Clothes that are worn by those that specialize in stealth and espionage.,4,
,559,3,131,530550,0,20,87,,,53|53|53,31|165,0|0,0,0,10,17,171,62,,,,6,Saintly Silentwalker Chest,372,Clothes that are worn by those that specialize in stealth and espionage.,5,
,560,3,131,530550,0,20,90,,,53|53|53,31|165,0|0,0,0,15,17,171,62,,,,6,Sage Silentwalker Chest,372,Clothes that are worn by those that specialize in stealth and espionage.,10,
,561,3,131,530550,0,20,93,,,53|53|53,31|160,0|0,0,0,0,0,171,62,,,,6,Fabulous Silentwalker Chest,372,Clothes that are worn by those that specialize in stealth and espionage.,8,
,562,3,131,530550,0,20,96,,,53|53|53,31|165,0|0,0,0,0,0,171,62,,,,6,Silentwalker Chest,372,Clothes that are worn by those that specialize in stealth and espionage.,11,
,563,3,131,991725,0,20,87,,,53|53|53,31|185,0|0,0,0,13,19,200,69,,,,6,Shadow Triggerman Chest,373,Mysterious clothes that are favored by hitmen.,2,
,564,3,131,991725,0,20,87,,,53|53|53,31|185,0|0,0,0,11,19,200,69,,,,6,Shining Triggerman Chest,373,Mysterious clothes that are favored by hitmen.,3,
,565,3,131,991725,0,20,87,,,53|53|53,31|185,0|0,0,0,12,19,200,69,,,,6,Angelic Triggerman Chest,373,Mysterious clothes that are favored by hitmen.,4,
,566,3,131,991725,0,20,92,,,53|53|53,31|185,0|0,0,0,10,19,200,69,,,,6,Saintly Triggerman Chest,373,Mysterious clothes that are favored by hitmen.,5,
,567,3,131,991725,0,20,94,,,53|53|53,31|185,0|0,0,0,15,19,200,69,,,,6,Sage Triggerman Chest,373,Mysterious clothes that are favored by hitmen.,10,
,568,3,131,991725,0,20,96,,,53|53|53,31|180,0|0,0,0,0,0,200,69,,,,6,Fabulous Triggerman Chest,373,Mysterious clothes that are favored by hitmen.,8,
,569,3,131,991725,0,20,98,,,53|53|53,31|175,0|0,0,0,30,2,200,69,,,,6,Epic Triggerman Chest,373,Mysterious clothes that are favored by hitmen.,7,
,570,3,131,1407750,0,20,93,,,53|53|53,31|205,0|0,0,0,13,21,231,76,,,,6,Shadow Captain Hawker Chest,374,Garments that are the mark of a truly great captain.,2,
,571,3,131,1407750,0,20,93,,,53|53|53,31|205,0|0,0,0,11,21,231,76,,,,6,Shining Captain Hawker Chest,374,Garments that are the mark of a truly great captain.,3,
,572,3,131,1407750,0,20,93,,,53|53|53,31|205,0|0,0,0,12,21,231,76,,,,6,Angelic Captain Hawker Chest,374,Garments that are the mark of a truly great captain.,4,
,573,3,131,1407750,0,20,98,,,53|53|53,31|205,0|0,0,0,10,21,231,76,,,,6,Saintly Captain Hawker Chest,374,Garments that are the mark of a truly great captain.,5,
,574,3,131,1407750,0,20,100,,,53|53|53,31|205,0|0,0,0,15,21,231,76,,,,6,Sage Captain Hawker Chest,374,Garments that are the mark of a truly great captain.,10,
,575,3,131,1407750,0,20,102,,,53|53|53,31|200,0|0,0,0,0,0,231,76,,,,6,Fabulous Captain Hawker Chest,374,Garments that are the mark of a truly great captain.,8,
,576,3,131,1407750,0,20,104,,,53|53|53,31|205,0|0,0,0,0,0,231,76,,,,6,Captain Hawker Chest,374,Garments that are the mark of a truly great captain.,11,
,577,3,131,409575,0,20,80,,,53|53|53,31|225,0|0,0,0,13,23,265,83,,,,6,Shadow Netherworld Chest,375,Clothes designed for wear by leaders of the underworld.,2,
,578,3,131,409575,0,20,83,,,53|53|53,31|225,0|0,0,0,11,23,265,83,,,,6,Shining Netherworld Chest,375,Clothes designed for wear by leaders of the underworld.,3,
,579,3,131,409575,0,20,85,,,53|53|53,31|225,0|0,0,0,10,23,265,83,,,,6,Saintly Netherworld Chest,375,Clothes designed for wear by leaders of the underworld.,5,
,580,3,131,991725,0,20,92,,,53|53|53,31|245,0|0,0,0,11,25,301,90,,,,7,Shining Steel Resolve Chest,377,Clothes suited to marksmen that live by the one shot one kill credo.,3,
,581,3,131,991725,0,20,92,,,53|53|53,31|245,0|0,,,10,25,301,90,,,,7,Saintly Steel Resolve Chest,377,Clothes suited to marksmen that live by the one shot one kill credo.,5,
,601,3,133,5475,0,15,35,,,44|44|44,31|5,0|0,0,0,13,1,24,8,,,,1,Shadow Brown Vest,390,A basic armor for new merchants.,2,
,602,3,133,5475,0,15,35,,,44|44|44,31|5,0|0,0,0,11,1,24,8,,,,1,Shining Brown Vest,390,A basic armor for new merchants.,3,
,603,3,133,5475,0,15,35,,,44|44|44,31|5,0|0,0,0,12,1,24,8,,,,1,Angelic Brown Vest,390,A basic armor for new merchants.,4,
,604,3,133,5475,0,15,43,,,44|44|44,31|5,0|0,0,0,10,1,24,8,,,,1,Saintly Brown Vest,390,A basic armor for new merchants.,5,
,605,3,133,5475,0,15,47,,,44|44|44,31|5,0|0,0,0,15,1,24,8,,,,1,Sage Brown Vest,390,A basic armor for new merchants.,10,
,606,3,133,5475,0,15,51,,,44|44|44,31|1,0|0,0,0,0,0,24,8,,,,1,Fabulous Brown Vest,390,A basic armor for new merchants.,8,
,607,3,133,14250,0,15,42,,,44|44|44,31|25,0|0,0,0,13,3,34,15,,,,2,Shadow Vibe Vest,391,A basic armor for people who just started to understand economic theories.,2,
,608,3,133,14250,0,15,42,,,44|44|44,31|25,0|0,0,0,11,3,34,15,,,,2,Shining Vibe Vest,391,A basic armor for people who just started to understand economic theories.,3,
,609,3,133,14250,0,15,42,,,44|44|44,31|25,0|0,0,0,12,3,34,15,,,,2,Angelic Vibe Vest,391,A basic armor for people who just started to understand economic theories.,4,
,610,3,133,14250,0,15,48,,,44|44|44,31|25,0|0,0,0,10,3,34,15,,,,2,Saintly Vibe Vest,391,A basic armor for people who just started to understand economic theories.,5,
,611,3,133,14250,0,15,51,,,44|44|44,31|25,0|0,0,0,15,3,34,15,,,,2,Sage Vibe Vest,391,A basic armor for people who just started to understand economic theories.,10,
,612,3,133,14250,0,15,56,,,44|44|44,31|20,0|0,0,0,0,0,34,15,,,,2,Fabulous Vibe Vest,391,A basic armor for people who just started to understand economic theories.,8,
,613,3,133,14250,0,15,59,,,44|44|44,31|25,0|0,0,0,0,0,34,15,,,,2,Vibe Vest,391,A basic armor for people who just started to understand economic theories.,11,
,614,3,133,31875,0,15,48,,,44|44|44,31|45,0|0,0,0,13,5,46,22,,,,3,Shadow Tamiya Vest,392,A thick yet lightweight armor for young peddlers.,2,
,615,3,133,31875,0,15,48,,,44|44|44,31|45,0|0,0,0,11,5,46,22,,,,3,Shining Tamiya Vest,392,A thick yet lightweight armor for young peddlers.,3,
,616,3,133,31875,0,15,48,,,44|44|44,31|45,0|0,0,0,12,5,46,22,,,,3,Angelic Tamiya Vest,392,A thick yet lightweight armor for young peddlers.,4,
,617,3,133,31875,0,15,54,,,44|44|44,31|45,0|0,0,0,10,5,46,22,,,,3,Saintly Tamiya Vest,392,A thick yet lightweight armor for young peddlers.,5,
,618,3,133,31875,0,15,57,,,44|44|44,31|45,0|0,0,0,15,5,46,22,,,,3,Sage Tamiya Vest,392,A thick yet lightweight armor for young peddlers.,10,
,619,3,133,31875,0,15,62,,,44|44|44,31|40,0|0,0,0,0,0,46,22,,,,3,Fabulous Tamiya Vest,392,A thick yet lightweight armor for young peddlers.,8,
,620,3,133,31875,0,15,65,,,44|44|44,31|45,0|0,0,0,0,0,46,22,,,,3,Tamiya Vest,392,A thick yet lightweight armor for young peddlers.,11,
,621,3,133,65325,0,15,54,,,44|44|44,31|65,0|0,0,0,13,7,60,29,,,,4,Shadow Semiya Vest,393,A thick yet lightweight and comfortable armor for young peddlers.,2,
,622,3,133,65325,0,15,54,,,44|44|44,31|65,0|0,0,0,11,7,60,29,,,,4,Shining Semiya Vest,393,A thick yet lightweight and comfortable armor for young peddlers.,3,
,623,3,133,65325,0,15,54,,,44|44|44,31|65,0|0,0,0,12,7,60,29,,,,4,Angelic Semiya Vest,393,A thick yet lightweight and comfortable armor for young peddlers.,4,
,624,3,133,65325,0,15,60,,,44|44|44,31|65,0|0,0,0,10,7,60,29,,,,4,Saintly Semiya Vest,393,A thick yet lightweight and comfortable armor for young peddlers.,5,
,625,3,133,65325,0,15,63,,,44|44|44,31|65,0|0,0,0,15,7,60,29,,,,4,Sage Semiya Vest,393,A thick yet lightweight and comfortable armor for young peddlers.,10,
,626,3,133,65325,0,15,68,,,44|44|44,31|60,0|0,0,0,0,0,60,29,,,,4,Fabulous Semiya Vest,393,A thick yet lightweight and comfortable armor for young peddlers.,8,
,627,3,133,65325,0,15,71,,,44|44|44,31|65,0|0,0,0,0,0,60,29,,,,4,Semiya Vest,393,A thick yet lightweight and comfortable armor for young peddlers.,11,
,628,3,133,114300,0,20,60,,,44|44|44,31|85,0|0,0,0,13,9,76,36,,,,5,Shadow Merchant Vest,394,A sophisticated armor for well-experienced peddlers.,2,
,629,3,133,114300,0,20,60,,,44|44|44,31|85,0|0,0,0,11,9,76,36,,,,5,Shining Merchant Vest,394,A sophisticated armor for well-experienced peddlers.,3,
,630,3,133,114300,0,20,60,,,44|44|44,31|85,0|0,0,0,12,9,76,36,,,,5,Angelic Merchant Vest,394,A sophisticated armor for well-experienced peddlers.,4,
,631,3,133,114300,0,20,65,,,44|44|44,31|85,0|0,0,0,10,9,76,36,,,,5,Saintly Merchant Vest,394,A sophisticated armor for well-experienced peddlers.,5,
,632,3,133,114300,0,20,68,,,44|44|44,31|85,0|0,0,0,15,9,76,36,,,,5,Sage Merchant Vest,394,A sophisticated armor for well-experienced peddlers.,10,
,633,3,133,114300,0,20,71,,,44|44|44,31|80,0|0,0,0,0,0,76,36,,,,5,Fabulous Merchant Vest,394,A sophisticated armor for well-experienced peddlers.,8,
,634,3,133,114300,0,20,74,,,44|44|44,31|85,0|0,0,0,0,0,76,36,,,,5,Merchant Vest,394,A sophisticated armor for well-experienced peddlers.,11,
,635,3,133,181200,0,20,65,,,54|54|54,31|105,0|0,0,0,13,11,94,43,,,,6,Shadow Rich Merchant Vest,395,A sophisticated armor that fits well on well-experienced peddlers.,2,
,636,3,133,181200,0,20,65,,,54|54|54,31|105,0|0,0,0,11,11,94,43,,,,6,Shining Rich Merchant Vest,395,A sophisticated armor that fits well on well-experienced peddlers.,3,
,637,3,133,181200,0,20,65,,,54|54|54,31|105,0|0,0,0,12,11,94,43,,,,6,Angelic Rich Merchant Vest,395,A sophisticated armor that fits well on well-experienced peddlers.,4,
,638,3,133,181200,0,20,70,,,54|54|54,31|105,0|0,0,0,10,11,94,43,,,,6,Saintly Rich Merchant Vest,395,A sophisticated armor that fits well on well-experienced peddlers.,5,
,639,3,133,181200,0,20,73,,,54|54|54,31|105,0|0,0,0,15,11,94,43,,,,6,Sage Rich Merchant Vest,395,A sophisticated armor that fits well on well-experienced peddlers.,10,
,640,3,133,181200,0,20,76,,,54|54|54,31|100,0|0,0,0,0,0,94,43,,,,6,Fabulous Rich Merchant Vest,395,A sophisticated armor that fits well on well-experienced peddlers.,8,
,641,3,133,181200,0,20,79,,,54|54|54,31|105,0|0,0,0,0,0,94,43,,,,6,Rich Merchant Vest,395,A sophisticated armor that fits well on well-experienced peddlers.,11,
,642,3,133,282825,0,20,70,,,54|54|54,31|125,0|0,0,0,13,13,114,50,,,,6,Shadow Redfield Chairman Suit,396,A high-quality suit for person of esteem.,2,
,643,3,133,282825,0,20,70,,,54|54|54,31|125,0|0,0,0,11,13,114,50,,,,6,Shining Redfield Chairman Suit,396,A high-quality suit for person of esteem.,3,
,644,3,133,282825,0,20,70,,,54|54|54,31|125,0|0,0,0,12,13,114,50,,,,6,Angelic Redfield Chairman Suit,396,A high-quality suit for person of esteem.,4,
,645,3,133,282825,0,20,75,,,54|54|54,31|125,0|0,0,0,10,13,114,50,,,,6,Saintly Redfield Chairman Suit,396,A high-quality suit for person of esteem.,5,
,646,3,133,282825,0,20,78,,,54|54|54,31|125,0|0,0,0,15,13,114,50,,,,6,Sage Redfield Chairman Suit,396,A high-quality suit for person of esteem.,10,
,647,3,133,282825,0,20,81,,,54|54|54,31|120,0|0,0,0,0,0,114,50,,,,6,Fabulous Redfield Chairman Suit,396,A high-quality suit for person of esteem.,8,
,648,3,133,282825,0,20,84,,,54|54|54,31|125,0|0,0,0,0,0,114,50,,,,6,Redfield Chairman Suit,396,A high-quality suit for person of esteem.,11,
,649,3,133,100200,0,20,76,,,54|54|54,31|145,0|0,0,0,13,15,136,57,,,,6,Shadow Fisherman Suit,397,A suit that expresses the hope of catching big game when you go fishing.,2,
,650,3,133,100200,0,20,76,,,54|54|54,31|145,0|0,0,0,11,15,136,57,,,,6,Shining Fisherman Suit,397,A suit that expresses the hope of catching big game when you go fishing.,3,
,651,3,133,100200,0,20,76,,,54|54|54,31|145,0|0,0,0,12,15,136,57,,,,6,Angelic Fisherman Suit,397,A suit that expresses the hope of catching big game when you go fishing.,4,
,652,3,133,100200,0,20,81,,,54|54|54,31|145,0|0,0,0,10,15,136,57,,,,6,Saintly Fisherman Suit,397,A suit that expresses the hope of catching big game when you go fishing.,5,
,653,3,133,100200,0,20,84,,,54|54|54,31|145,0|0,0,0,15,15,136,57,,,,6,Sage Fisherman Suit,397,A suit that expresses the hope of catching big game when you go fishing.,10,
,654,3,133,100200,0,20,87,,,54|54|54,31|140,0|0,0,0,0,0,136,57,,,,6,Fabulous Fisherman Suit,397,A suit that expresses the hope of catching big game when you go fishing.,8,
,655,3,133,100200,0,20,90,,,54|54|54,31|145,0|0,,,0,0,136,57,,,,6,Fisherman Suit,397,A suit that expresses the hope of catching big game when you go fishing.,11,
,656,3,133,483367,0,20,81,,,54|54|54,31|165,0|0,0,0,13,17,160,64,,,,6,Shadow Bomber Vest,398,Clothes designed for highly skilled demolition experts.,2,
,657,3,133,483367,0,20,81,,,54|54|54,31|165,0|0,0,0,11,17,160,64,,,,6,Shining Bomber Vest,398,Clothes designed for highly skilled demolition experts.,3,
,658,3,133,483367,0,20,81,,,54|54|54,31|165,0|0,0,0,12,17,160,64,,,,6,Angelic Bomber Vest,398,Clothes designed for highly skilled demolition experts.,4,
,659,3,133,483367,0,20,86,,,54|54|54,31|165,0|0,0,0,10,17,160,64,,,,6,Saintly Bomber Vest,398,Clothes designed for highly skilled demolition experts.,5,
,660,3,133,483367,0,20,89,,,54|54|54,31|165,0|0,0,0,15,17,160,64,,,,6,Sage Bomber Vest,398,Clothes designed for highly skilled demolition experts.,10,
,661,3,133,483367,0,20,92,,,54|54|54,31|160,0|0,0,0,0,0,160,64,,,,6,Fabulous Bomber Vest,398,Clothes designed for highly skilled demolition experts.,8,
,662,3,133,483367,0,20,95,,,54|54|54,31|165,0|0,0,0,0,0,160,64,,,,6,Bomber Vest,398,Clothes designed for highly skilled demolition experts.,11,
